"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose New High-Speed Wireless [[Format]]  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new [[wireless]] [[networking]] [[standard]] up to 10 times  the [[speed]] of the current generation.","Group to Propose New High-Speed Wireless [[Sized]]  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new [[atrium]] [[tenderloin]] [[regulation]] up to 10 times  the [[rate]] of the current generation.",0.04932510852813721,0.5658609867095947,3,2,3,266,"Successful"
"Apple Launches [[Graphics]] [[Software]], [[Video]] Bundle  LOS ANGELES (Reuters) - [[Apple]] Computer Inc.&[[lt]];AAPL.O&[[gt]]; on  Tuesday began shipping a new program designed to let [[users]]  [[create]] real-time motion graphics and unveiled a discount  video-editing software [[bundle]] featuring its flagship Final Cut  [[Pro]] software.","Apple Launches [[Figures]] [[Gooey]], [[Film]] Bundle  LOS ANGELES (Reuters) - [[Abel]] Computer Inc.&[[pinkerton]];AAPL.O&[[mitsubishi]]; on  Tuesday began shipping a new program designed to let [[shareholders]]  [[institution]] real-time motion graphics and unveiled a discount  video-editing software [[conglomerates]] featuring its flagship Final Cut  [[Employment]] software.",0.03248095512390137,0.5156638026237488,3,2,3,526,"Successful"
"Dutch Retailer Beats Apple to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital song services.","Dutch Retailer Beats Apple to [[Arrondissement]] [[Acquittal]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Teams]] Inc. to market on Tuesday  with the launch of a new [[absolution]] service in Europe's latest  battleground for digital song services.",0.06325995922088623,0.5689579844474792,3,2,3,209,"Successful"
"[[Super]] ant [[colony]] [[hits]] Australia A giant 100km [[colony]] of ants  which has been [[discovered]] in Melbourne, Australia, could threaten local [[insect]] [[species]].","[[Magnificent]] ant [[homesteaders]] [[wounded]] Australia A giant 100km [[groves]] of ants  which has been [[unearthed]] in Melbourne, Australia, could threaten local [[cockroaches]] [[fella]].",0.0509716272354126,0.5389764904975891,3,0,3,340,"Successful"
"Socialites unite dolphin groups Dolphin groups, or ""[[pods]]"", [[rely]] on socialites to keep them from collapsing, [[scientists]] claim.","Socialites unite dolphin groups Dolphin groups, or ""[[shallots]]"", [[tally]] on socialites to keep them from collapsing, [[clergymen]] claim.",0.040019214153289795,0.5764274597167969,3,0,3,105,"Successful"
"[[Teenage]] T. rex's [[monster]] [[growth]] Tyrannosaurus [[rex]] [[achieved]] its [[massive]] size due to an enormous [[growth]] spurt during its [[adolescent]] [[years]].","[[Juvenile]] T. rex's [[heck]] [[heighten]] Tyrannosaurus [[brutus]] [[attained]] its [[prodigious]] size due to an enormous [[soars]] spurt during its [[immature]] [[forties]].",0.06567639112472534,0.37367111444473267,3,3,3,457,"Failed"
"[[Scientists]] Discover [[Ganymede]] has a [[Lumpy]] [[Interior]] Jet [[Propulsion]] [[Lab]] -- [[Scientists]] have [[discovered]] irregular [[lumps]] beneath the [[icy]] [[surface]] of Jupiter's largest [[moon]], [[Ganymede]]. These irregular [[masses]] [[may]] be rock formations, [[supported]] by Ganymede's icy shell for billions of years...","[[Clergymen]] Discover [[Pleiades]] has a [[Curdled]] [[Foyer]] Jet [[Inertial]] [[Experiments]] -- [[Historians]] have [[unveiled]] irregular [[blotches]] beneath the [[chilling]] [[glaze]] of Jupiter's largest [[enceladus]], [[Zeus]]. These irregular [[throng]] [[risque]] be rock formations, [[abetted]] by Ganymede's icy shell for billions of years...",0.0619887113571167,0.515399694442749,3,3,3,744,"Failed"
"[[Mars]] [[Rovers]] [[Relay]] [[Images]] [[Through]] [[Mars]] [[Express]] [[European]] [[Space]] Agency -- ESAs Mars [[Express]] has relayed pictures from one of NASA's [[Mars]] [[rovers]] for the [[first]] [[time]], as part of a [[set]] of interplanetary [[networking]] [[demonstrations]].     The demonstrations pave the way for future Mars [[missions]] to [[draw]] on joint interplanetary [[networking]] [[capabilities]]...","[[September]] [[Manchester]] [[Broadcaster]] [[Footage]] [[At]] [[Bahr]] [[Said]] [[Europe]] [[Aeronautical]] Agency -- ESAs Mars [[Said]] has relayed pictures from one of NASA's [[Avril]] [[saracens]] for the [[premier]] [[hour]], as part of a [[gambling]] of interplanetary [[chains]] [[protesters]].     The demonstrations pave the way for future Mars [[operation]] to [[bringing]] on joint interplanetary [[grating]] [[qualification]]...",0.03816628456115723,0.5375579595565796,3,0,3,827,"Successful"
"[[Rocking]] the [[Cradle]] of [[Life]] [[When]] did [[life]] [[begin]]? One evidential [[clue]] [[stems]] from the fossil records in Western Australia, although whether these [[layered]] [[sediments]] are [[biological]] or [[chemical]] has [[spawned]] a spirited debate. [[Oxford]] [[researcher]], [[Nicola]] McLoughlin, [[describes]] some of the [[issues]] in contention.","[[Wobbling]] the [[Beds]] of [[Perpetua]] [[Then]] did [[resided]] [[commenced]]? One evidential [[suspicion]] [[arises]] from the fossil records in Western Australia, although whether these [[staggered]] [[shale]] are [[pio]] or [[material]] has [[thrown]] a spirited debate. [[Liverpool]] [[inquiry]], [[Rafael]] McLoughlin, [[portrayed]] some of the [[stakes]] in contention.",0.06939166784286499,0.4858267903327942,3,3,3,777,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[gov]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.1164504885673523,0.5141823291778564,3,2,3,66,"Successful"
"IBM to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the [[computer]] giant plans to have its biggest headcount since 1991.",0.3828187584877014,0.5165388584136963,3,2,3,57,"Successful"
"Sun's [[Looking]] [[Glass]] [[Provides]] 3D [[View]] Developers get early [[code]] for [[new]] operating [[system]] 'skin' [[still]] being crafted.","Sun's [[Excavations]] [[Drank]] [[Offer]] 3D [[Think]] Developers get early [[semantics]] for [[recent]] operating [[piano]] 'skin' [[then]] being crafted.",0.032109975814819336,0.03766840696334839,3,3,3,341,"Failed"
"[[IBM]] [[Chips]] May Someday Heal Themselves New technology applies electrical [[fuses]] to help identify and repair faults.","[[NASDAQ]] [[Bumps]] May Someday Heal Themselves New technology applies electrical [[solder]] to help identify and repair faults.",0.035938918590545654,0.6830331087112427,3,2,3,161,"Successful"
"Some People Not Eligible to Get in on [[Google]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on [[Website]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.50501549243927,0.5302154421806335,3,2,3,87,"Successful"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.968399703502655,0.968399703502655,2,2,3,1,"Skipped"
"News: Sluggish movement on power grid [[cyber]] [[security]] Industry [[cyber]] [[security]] [[standards]] fail to reach some of the most vulnerable [[components]] of the power grid.\","News: Sluggish movement on power grid [[scan]] [[insurance]] Industry [[numerical]] [[reassurance]] [[statutory]] fail to reach some of the most vulnerable [[fractions]] of the power grid.\",0.034126996994018555,0.546890139579773,3,2,3,226,"Successful"
"[[Giddy]] [[Phelps]] [[Touches]] [[Gold]] for [[First]] [[Time]] [[Michael]] Phelps won the [[gold]] [[medal]] in the 400 [[individual]] medley and [[set]] a [[world]] record in a time of 4 [[minutes]] 8.26 seconds.","[[Mesmerising]] [[Phillipe]] [[Tactile]] [[Amethyst]] for [[Preliminary]] [[Lifespan]] [[Stephanie]] Phelps won the [[amethyst]] [[prize]] in the 400 [[separate]] medley and [[creation]] a [[humankind]] record in a time of 4 [[documents]] 8.26 seconds.",0.03458374738693237,0.7089237570762634,1,3,1,610,"Successful"
"[[Tougher]] [[rules]] won't [[soften]] Law's [[game]] FOXBOROUGH -- [[Looking]] at his ridiculously [[developed]] [[upper]] [[body]], with [[huge]] biceps and [[hardly]] an [[ounce]] of fat, it's [[easy]] to [[see]] why [[Ty]] [[Law]], [[arguably]] the [[best]] [[cornerback]] in football, [[chooses]] physical [[play]] over finesse. That's not to [[imply]] that he's [[lacking]] a finesse [[component]], because he can shut down his [[side]] of the [[field]] much as [[Deion]] Sanders ...","[[Stricter]] [[legislation]] won't [[soothe]] Law's [[toy]] FOXBOROUGH -- [[Staring]] at his ridiculously [[enacted]] [[high]] [[schools]], with [[enormous]] biceps and [[virtually]] an [[grams]] of fat, it's [[plain]] to [[behold]] why [[Garrett]] [[Bill]], [[reportedly]] the [[largest]] [[milliner]] in football, [[election]] physical [[toys]] over finesse. That's not to [[proposing]] that he's [[missing]] a finesse [[constituent]], because he can shut down his [[kamp]] of the [[domain]] much as [[Linebacker]] Sanders ...",0.0469202995300293,0.564453125,1,0,1,1397,"Successful"
"Shoppach doesn't [[appear]] [[ready]] to [[hit]] the [[next]] [[level]] [[With]] the [[weeks]] dwindling until [[Jason]] Varitek enters [[free]] [[agency]], the [[Red]] Sox [[continue]] to carefully monitor [[Kelly]] Shoppach , their [[catcher]] of the [[future]], in his climb toward the [[majors]]. The Sox like most of what they have [[seen]] at [[Triple]] A Pawtucket from Shoppach, [[though]] it [[remains]] [[highly]] uncertain whether he can [[make]] the adjustments at the plate ...","Shoppach doesn't [[exhibit]] [[willing]] to [[raid]] the [[foreseeable]] [[coat]] [[Per]] the [[hours]] dwindling until [[Jed]] Varitek enters [[liberal]] [[governments]], the [[Bureaucracy]] Sox [[persevering]] to carefully monitor [[Christie]] Shoppach , their [[batter]] of the [[expectant]], in his climb toward the [[executives]]. The Sox like most of what they have [[discovered]] at [[Doubling]] A Pawtucket from Shoppach, [[once]] it [[keeps]] [[enormously]] uncertain whether he can [[do]] the adjustments at the plate ...",0.03481400012969971,0.6650429964065552,1,0,1,928,"Successful"
"[[Mighty]] [[Ortiz]] makes sure Sox can [[rest]] [[easy]] [[Just]] imagine what [[David]] Ortiz [[could]] do on a [[good]] night's [[rest]]. Ortiz spent the night before [[last]] with his baby [[boy]], D'Angelo, who is [[barely]] 1 month old. He had [[planned]] on [[attending]] the [[Red]] Sox' Family [[Day]] at [[Fenway]] Park yesterday [[morning]], but he had to sleep in. After all, Ortiz had a son at home, and he ...","[[Aziz]] [[Felicity]] makes sure Sox can [[diner]] [[uncomplicated]] [[Unmarried]] imagine what [[Michel]] Ortiz [[can]] do on a [[lovely]] night's [[restaurant]]. Ortiz spent the night before [[earlier]] with his baby [[boyfriend]], D'Angelo, who is [[meager]] 1 month old. He had [[program]] on [[aids]] the [[Bureaucratic]] Sox' Family [[Dailies]] at [[Loam]] Park yesterday [[shalom]], but he had to sleep in. After all, Ortiz had a son at home, and he ...",0.04721921682357788,0.5509480237960815,1,0,1,750,"Successful"
"They've caught his eye In  quot;helping themselves, quot; Ricky [[Bryant]], Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his [[receivers]] any easier.","They've caught his eye In  quot;helping themselves, quot; Ricky [[Landry]], Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his [[consumers]] any easier.",0.0248568058013916,0.8566621541976929,1,2,1,124,"Successful"
"[[Indians]] [[Mount]] [[Charge]] The [[Cleveland]] Indians pulled [[within]] one [[game]] of the AL [[Central]] lead by beating the [[Minnesota]] Twins, 7-1, Saturday [[night]] with [[home]] runs by [[Travis]] Hafner and [[Victor]] [[Martinez]].","[[Navajo]] [[Escalated]] [[Burdened]] The [[Sox]] Indians pulled [[toward]] one [[betting]] of the AL [[Decisive]] lead by beating the [[Indianapolis]] Twins, 7-1, Saturday [[pm]] with [[families]] runs by [[Ty]] Hafner and [[Leopoldo]] [[Chavez]].",0.026481211185455322,0.03368037939071655,1,1,1,524,"Failed"
"Sister of [[man]] who [[died]] in Vancouver police [[custody]] [[slams]] [[chief]] (Canadian Press) Canadian Press - VANCOUVER ([[CP]]) - The [[sister]] of a [[man]] who [[died]] after a [[violent]] [[confrontation]] with police has [[demanded]] the city's [[chief]] constable [[resign]] for defending the officer involved.","Sister of [[homeboy]] who [[lives]] in Vancouver police [[safekeeping]] [[rips]] [[skipper]] (Canadian Press) Canadian Press - VANCOUVER ([[NYPD]]) - The [[stepdaughter]] of a [[dudes]] who [[matt]] after a [[gross]] [[ballgame]] with police has [[sought]] the city's [[executives]] constable [[retires]] for defending the officer involved.",0.017364144325256348,0.5390768051147461,0,1,0,653,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say ([[AP]]) [[AP]] - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the [[governor]] decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say ([[PENNSYLVANIA]]) [[PENN]] - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the [[directors]] decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",0.02708303928375244,0.7484855651855469,0,2,0,185,"Successful"
"[[Explosions]] [[Echo]] [[Throughout]] [[Najaf]] [[NAJAF]], [[Iraq]] - [[Explosions]] and [[gunfire]] [[rattled]] through the [[city]] of Najaf as U.S. [[troops]] in [[armored]] [[vehicles]] and [[tanks]] [[rolled]] [[back]] into the streets here [[Sunday]], a day after the [[collapse]] of [[talks]] - and with them a [[temporary]] cease-fire - [[intended]] to end the fighting in this [[holy]] city...","[[Bursting]] [[Chanted]] [[By]] [[Nablus]] [[EUPHRATES]], [[Nineveh]] - [[Eruptions]] and [[musket]] [[minted]] through the [[peoples]] of Najaf as U.S. [[cavalry]] in [[sonic]] [[tricycle]] and [[chariot]] [[raiding]] [[ago]] into the streets here [[Shabbat]], a day after the [[doldrums]] of [[chitchat]] - and with them a [[arrhythmia]] cease-fire - [[devised]] to end the fighting in this [[god]] city...",0.017220139503479004,0.08817791938781738,0,0,0,970,"Failed"
"Frail Pope Celebrates Mass at Lourdes LOURDES, [[France]] - A [[frail]] Pope John Paul II, breathing [[heavily]] and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a [[shrine]] to the Virgin Mary that is associated with miraculous cures.    At one point he [[said]] ""help me"" in [[Polish]] while [[struggling]] through his homily in [[French]]...","Frail Pope Celebrates Mass at Lourdes LOURDES, [[Frans]] - A [[puny]] Pope John Paul II, breathing [[fundamentally]] and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a [[worshipping]] to the Virgin Mary that is associated with miraculous cures.    At one point he [[explains]] ""help me"" in [[Latvian]] while [[fiight]] through his homily in [[Hispanic]]...",0.08560842275619507,0.5491907596588135,0,3,0,382,"Successful"
"Venezuela Prepares for Chavez Recall Vote [[Supporters]] and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela Prepares for Chavez Recall Vote [[Defenders]] and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.39504849910736084,0.5435758829116821,0,2,0,71,"Successful"
"1994 Law Designed to Preserve Guard Jobs (AP) [[AP]] - A 1994 law strengthened job protections for National Guard and Reserve [[troops]] called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Law Designed to Preserve Guard Jobs (AP) [[PENN]] - A 1994 law strengthened job protections for National Guard and Reserve [[expeditionary]] called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.1256711483001709,0.763666033744812,0,2,0,126,"Successful"
"[[Iran]] Warns Its Missiles Can Hit Anywhere in [[Israel]]  [[TEHRAN]] ([[Reuters]]) - A senior [[Iranian]] military official said  [[Sunday]] [[Israel]] and the United States would not dare attack [[Iran]]  since it could [[strike]] back anywhere in [[Israel]] with its latest  missiles, news agencies [[reported]].","[[Mideast]] Warns Its Missiles Can Hit Anywhere in [[Simon]]  [[OPEC]] ([[Yahoo]]) - A senior [[Koreans]] military official said  [[Nowadays]] [[Simon]] and the United States would not dare attack [[Persian]]  since it could [[homers]] back anywhere in [[Simon]] with its latest  missiles, news agencies [[informs]].",0.014815926551818848,0.6979507207870483,0,3,0,561,"Successful"
"[[Afghan]] [[Army]] [[Dispatched]] to [[Calm]] [[Violence]] KABUL, Afghanistan - Government [[troops]] [[intervened]] in Afghanistan's latest outbreak of [[deadly]] [[fighting]] between warlords, [[flying]] from the [[capital]] to the [[far]] west on U.S. and [[NATO]] airplanes to retake an air [[base]] contested in the violence, [[officials]] [[said]] [[Sunday]]...","[[Pentagon]] [[Armada]] [[Mailed]] to [[Ease]] [[Barbarian]] KABUL, Afghanistan - Government [[force]] [[discussed]] in Afghanistan's latest outbreak of [[mortal]] [[wars]] between warlords, [[aeroplane]] from the [[invests]] to the [[eminently]] west on U.S. and [[USSR]] airplanes to retake an air [[underlying]] contested in the violence, [[server]] [[talked]] [[Nowadays]]...",0.016334235668182373,0.5541805624961853,0,3,0,775,"Successful"
"[[Johnson]] [[Helps]] D-Backs [[End]] Nine-Game [[Slide]] ([[AP]]) AP - [[Randy]] Johnson took a four-hitter into the [[ninth]] inning to [[help]] the [[Arizona]] Diamondbacks [[end]] a nine-game [[losing]] streak Sunday, [[beating]] [[Steve]] Trachsel and the [[New]] [[York]] Mets 2-0.","[[Nixon]] [[Aides]] D-Backs [[Ending]] Nine-Game [[Landslides]] ([[PL]]) AP - [[Vickie]] Johnson took a four-hitter into the [[nono]] inning to [[aides]] the [[Texan]] Diamondbacks [[halting]] a nine-game [[debris]] streak Sunday, [[battering]] [[Jennifer]] Trachsel and the [[Premiere]] [[Newsday]] Mets 2-0.",0.026440322399139404,0.03261536359786987,1,1,1,660,"Failed"
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.","Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",0.7156214714050293,0.7156214714050293,3,3,2,1,"Skipped"
