"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to [[Propose]] New [[High-Speed]] [[Wireless]] [[Format]]  LOS ANGELES (Reuters) - A [[group]] of [[technology]] companies  [[including]] Texas Instruments Inc. &[[lt]];[[TXN]].N&[[gt]];, [[STMicroelectronics]]  &[[lt]];[[STM]].[[PA]]&[[gt]]; and [[Broadcom]] Corp. &[[lt]];[[BRCM]].O&[[gt]];, on Thursday said they  will [[propose]] a new [[wireless]] [[networking]] [[standard]] up to 10 times  the [[speed]] of the current [[generation]].","Group to [[ropose]] New [[High-Speez]] [[Cireless]] [[Forat]]  LOS ANGELES (Reuters) - A [[roup]] of [[tefchnology]] companies  [[incluLding]] Texas Instruments Inc. &[[llt]];[[NXN]].N&[[g]];, [[STMiroelectronics]]  &[[lM]];[[SMT]].[[A]]&[[t]]; and [[Broadom]] Corp. &[[l]];[[BRMC]].O&[[t]];, on Thursday said they  will [[propoYse]] a new [[ireless]] [[networkuing]] [[stanyard]] up to 10 times  the [[spees]] of the current [[gneration]].",0.04733467102050781,0.5763254165649414,3,2,3,167,"Successful"
"Apple Launches [[Graphics]] [[Software]], [[Video]] Bundle  LOS ANGELES (Reuters) - [[Apple]] [[Computer]] Inc.&[[lt]];[[AAPL]].O&[[gt]]; on  Tuesday began shipping a new [[program]] [[designed]] to [[let]] [[users]]  [[create]] [[real-time]] [[motion]] [[graphics]] and [[unveiled]] a discount  [[video-editing]] [[software]] [[bundle]] [[featuring]] its flagship [[Final]] [[Cut]]  [[Pro]] [[software]].","Apple Launches [[Graphic]] [[Softwjare]], [[TVideo]] Bundle  LOS ANGELES (Reuters) - [[pAple]] [[Compater]] Inc.&[[let]];[[AAPo]].O&[[Kgt]]; on  Tuesday began shipping a new [[prgoram]] [[deDigned]] to [[elt]] [[usyers]]  [[creDate]] [[real-itme]] [[motio]] [[gaphics]] and [[unveield]] a discount  [[video-Nediting]] [[sCftware]] [[buBndle]] [[fCaturing]] its flagship [[gFinal]] [[Ct]]  [[ro]] [[softwar]].",0.03241777420043945,0.13245004415512085,3,3,3,149,"Failed"
"Dutch Retailer Beats [[Apple]] to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - [[Free]] Record Shop, a Dutch music  retail chain, beat Apple [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital [[song]] services.","Dutch Retailer Beats [[ApAle]] to [[Lojal]] [[Dowload]] Market  AMSTERDAM (Reuters) - [[Fee]] Record Shop, a Dutch music  retail chain, beat Apple [[Coputer]] Inc. to market on Tuesday  with the launch of a new [[dowload]] service in Europe's latest  battleground for digital [[snog]] services.",0.05835521221160889,0.5586077570915222,3,2,3,60,"Successful"
"[[Super]] [[ant]] [[colony]] [[hits]] [[Australia]] A giant [[100km]] colony of ants  which has been [[discovered]] in [[Melbourne]], Australia, [[could]] [[threaten]] [[local]] insect [[species]].","[[Duper]] [[aLnt]] [[coloy]] [[hiIs]] [[Ausrtalia]] A giant [[10km]] colony of ants  which has been [[discvered]] in [[MelbouArne]], Australia, [[coud]] [[threate]] [[looal]] insect [[speceis]].",0.04395699501037598,0.14287680387496948,3,3,3,84,"Failed"
"Socialites [[unite]] [[dolphin]] groups [[Dolphin]] [[groups]], or ""[[pods]]"", [[rely]] on socialites to keep them from collapsing, [[scientists]] claim.","Socialites [[untie]] [[dolphPn]] groups [[Dolphn]] [[groudps]], or ""[[poRs]]"", [[kely]] on socialites to keep them from collapsing, [[scientQists]] claim.",0.03849238157272339,0.09542626142501831,3,3,3,64,"Failed"
"[[Teenage]] T. [[rex's]] [[monster]] [[growth]] [[Tyrannosaurus]] [[rex]] [[achieved]] its massive size due to an enormous [[growth]] spurt during its [[adolescent]] [[years]].","[[Teneage]] T. [[reW's]] [[moester]] [[gorwth]] [[TNyrannosaurus]] [[re]] [[cahieved]] its massive size due to an enormous [[groDth]] spurt during its [[daolescent]] [[eyars]].",0.04811125993728638,0.2003675103187561,3,3,3,77,"Failed"
"Scientists Discover [[Ganymede]] has a Lumpy [[Interior]] [[Jet]] [[Propulsion]] [[Lab]] -- Scientists have [[discovered]] irregular [[lumps]] beneath the icy surface of Jupiter's largest [[moon]], [[Ganymede]]. These irregular masses may be rock formations, supported by [[Ganymede's]] [[icy]] [[shell]] for billions of years...","Scientists Discover [[Ganyemde]] has a Lumpy [[Intrior]] [[et]] [[Prpulsion]] [[LaEb]] -- Scientists have [[discoevred]] irregular [[lumph]] beneath the icy surface of Jupiter's largest [[Smoon]], [[Ganyede]]. These irregular masses may be rock formations, supported by [[Ganmyede's]] [[xicy]] [[shel]] for billions of years...",0.04589134454727173,0.05392259359359741,3,3,3,155,"Failed"
"[[Mars]] [[Rovers]] [[Relay]] [[Images]] [[Through]] [[Mars]] Express [[European]] [[Space]] Agency -- [[ESAs]] [[Mars]] [[Express]] has relayed pictures from one of [[NASA's]] [[Mars]] [[rovers]] for the [[first]] [[time]], as [[part]] of a [[set]] of interplanetary [[networking]] demonstrations.     The demonstrations [[pave]] the [[way]] for future [[Mars]] [[missions]] to [[draw]] on joint interplanetary networking capabilities...","[[MaKs]] [[Rover]] [[Relny]] [[Impages]] [[Throuh]] [[Mar]] Express [[Eurropean]] [[Spcae]] Agency -- [[SEAs]] [[Marm]] [[ExpresUs]] has relayed pictures from one of [[NUASA's]] [[Mar]] [[rovesr]] for the [[frist]] [[tiHme]], as [[par]] of a [[ste]] of interplanetary [[neworking]] demonstrations.     The demonstrations [[ave]] the [[wFay]] for future [[Mrs]] [[misions]] to [[drwa]] on joint interplanetary networking capabilities...",0.03309285640716553,0.04722881317138672,3,3,3,153,"Failed"
"Rocking the [[Cradle]] of [[Life]] [[When]] did [[life]] [[begin]]? [[One]] [[evidential]] [[clue]] [[stems]] from the [[fossil]] records in [[Western]] Australia, [[although]] [[whether]] these [[layered]] [[sediments]] are [[biological]] or [[chemical]] has [[spawned]] a spirited debate. [[Oxford]] [[researcher]], [[Nicola]] [[McLoughlin]], [[describes]] some of the [[issues]] in contention.","Rocking the [[CrHadle]] of [[hife]] [[Whn]] did [[liEfe]] [[begn]]? [[OOne]] [[evdiential]] [[cleu]] [[stesm]] from the [[fosil]] records in [[WesTtern]] Australia, [[atlhough]] [[whteher]] these [[layrred]] [[sedlments]] are [[bilogical]] or [[chemial]] has [[spaEwned]] a spirited debate. [[OWford]] [[rwesearcher]], [[Nicolm]] [[McLouglin]], [[descries]] some of the [[issue]] in contention.",0.0599246621131897,0.42879289388656616,3,3,3,149,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[servears]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.14694088697433472,0.741186261177063,3,2,3,24,"Successful"
"IBM to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the [[compting]] giant plans to have its biggest headcount since 1991.",0.3584167957305908,0.6561192274093628,3,2,3,20,"Successful"
"[[Sun's]] [[Looking]] [[Glass]] [[Provides]] [[3D]] [[View]] [[Developers]] [[get]] [[early]] [[code]] for [[new]] [[operating]] [[system]] '[[skin']] [[still]] being [[crafted]].","[[un's]] [[Lokoing]] [[llass]] [[Wrovides]] [[3]] [[Viejw]] [[Devlopers]] [[egt]] [[eaMrly]] [[coOe]] for [[nee]] [[operhting]] [[systme]] '[[kin']] [[stilFl]] being [[cratfed]].",0.032396793365478516,0.3851814866065979,3,3,3,81,"Failed"
"[[IBM]] [[Chips]] [[May]] [[Someday]] [[Heal]] [[Themselves]] [[New]] technology applies [[electrical]] [[fuses]] to [[help]] identify and repair [[faults]].","[[IB]] [[ChCips]] [[Maly]] [[SomOday]] [[Hal]] [[Jhemselves]] [[Nkew]] technology applies [[electritcal]] [[fuss]] to [[ehlp]] identify and repair [[fauts]].",0.03703361749649048,0.513379693031311,3,3,3,75,"Failed"
"Some People Not Eligible to Get in on [[Google]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on [[GAogle]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.4585750699043274,0.5904088020324707,3,2,3,41,"Successful"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.96638423204422,0.96638423204422,2,2,3,1,"Skipped"
