"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose New [[High-Speed]] Wireless [[Format]]  LOS ANGELES (Reuters) - A [[group]] of technology companies  including Texas Instruments [[Inc]]. &[[lt]];[[TXN]].N&[[gt]];, STMicroelectronics  &[[lt]];[[STM]].PA&[[gt]]; and Broadcom Corp. &[[lt]];BRCM.O&[[gt]];, on Thursday said they  will propose a new wireless [[networking]] [[standard]] up to 10 times  the [[speed]] of the current [[generation]].","Group to Propose New [[High-Speen]] Wireless [[Formt]]  LOS ANGELES (Reuters) - A [[gRoup]] of technology companies  including Texas Instruments [[Inh]]. &[[t]];[[OXN]].N&[[t]];, STMicroelectronics  &[[l]];[[SMT]].PA&[[t]]; and Broadcom Corp. &[[l]];BRCM.O&[[igt]];, on Thursday said they  will propose a new wireless [[newtorking]] [[standad]] up to 10 times  the [[spee]] of the current [[geJeration]].",0.04932510852813721,0.5475728511810303,3,2,3,117,"Successful"
"Apple Launches [[Graphics]] [[Software]], [[Video]] [[Bundle]]  LOS ANGELES (Reuters) - [[Apple]] [[Computer]] Inc.&[[lt]];AAPL.O&[[gt]]; on  Tuesday [[began]] shipping a [[new]] [[program]] [[designed]] to [[let]] [[users]]  [[create]] [[real-time]] motion [[graphics]] and [[unveiled]] a discount  [[video-editing]] [[software]] [[bundle]] [[featuring]] its flagship [[Final]] Cut  [[Pro]] [[software]].","Apple Launches [[Graphicx]] [[Softwrae]], [[Bideo]] [[Bundel]]  LOS ANGELES (Reuters) - [[pple]] [[Cwomputer]] Inc.&[[clt]];AAPL.O&[[Jt]]; on  Tuesday [[beagn]] shipping a [[neZ]] [[porgram]] [[designeb]] to [[et]] [[sers]]  [[creaAte]] [[real-kime]] motion [[graphicZs]] and [[unveield]] a discount  [[video-edijting]] [[softwre]] [[buAdle]] [[feaVuring]] its flagship [[FinaX]] Cut  [[PrZ]] [[softVare]].",0.03248095512390137,0.22600889205932617,3,3,3,154,"Failed"
"Dutch Retailer Beats [[Apple]] to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - [[Free]] Record Shop, a [[Dutch]] music  retail chain, beat [[Apple]] [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital song services.","Dutch Retailer Beats [[Bpple]] to [[Lohal]] [[Dowvload]] Market  AMSTERDAM (Reuters) - [[Fee]] Record Shop, a [[Duch]] music  retail chain, beat [[BApple]] [[Comluter]] Inc. to market on Tuesday  with the launch of a new [[downolad]] service in Europe's latest  battleground for digital song services.",0.06325995922088623,0.7237764000892639,3,2,3,63,"Successful"
"[[Super]] ant [[colony]] [[hits]] Australia A giant [[100km]] colony of [[ants]]  which has been [[discovered]] in [[Melbourne]], [[Australia]], [[could]] [[threaten]] [[local]] insect [[species]].","[[Muper]] ant [[coloyn]] [[hit]] Australia A giant [[10km]] colony of [[antms]]  which has been [[discovreed]] in [[Melborne]], [[Autralia]], [[coQuld]] [[threatne]] [[lochl]] insect [[specieh]].",0.0509716272354126,0.1550549864768982,3,3,3,85,"Failed"
"[[Socialites]] [[unite]] [[dolphin]] groups Dolphin groups, or ""[[pods]]"", [[rely]] on socialites to [[keep]] them from [[collapsing]], [[scientists]] [[claim]].","[[Socialitse]] [[Nnite]] [[doslphin]] groups Dolphin groups, or ""[[posd]]"", [[ely]] on socialites to [[kepe]] them from [[collpasing]], [[sAientists]] [[laim]].",0.040019214153289795,0.8077459931373596,3,0,3,58,"Successful"
"[[Teenage]] T. rex's [[monster]] [[growth]] [[Tyrannosaurus]] rex [[achieved]] its [[massive]] size due to an enormous [[growth]] spurt during its adolescent [[years]].","[[Tenage]] T. rex's [[monstr]] [[Mrowth]] [[yTrannosaurus]] rex [[cahieved]] its [[sassive]] size due to an enormous [[gYowth]] spurt during its adolescent [[ears]].",0.06567639112472534,0.18053913116455078,3,3,3,77,"Failed"
"Scientists Discover [[Ganymede]] has a Lumpy Interior Jet [[Propulsion]] [[Lab]] -- [[Scientists]] have discovered irregular [[lumps]] beneath the icy [[surface]] of Jupiter's largest [[moon]], Ganymede. These irregular [[masses]] may be rock formations, supported by [[Ganymede's]] [[icy]] [[shell]] for billions of years...","Scientists Discover [[Gnaymede]] has a Lumpy Interior Jet [[Propuolsion]] [[LaZ]] -- [[ScTientists]] have discovered irregular [[lump]] beneath the icy [[urface]] of Jupiter's largest [[mono]], Ganymede. These irregular [[maAsses]] may be rock formations, supported by [[Gandmede's]] [[icC]] [[shela]] for billions of years...",0.0619887113571167,0.08094733953475952,3,3,3,156,"Failed"
"[[Mars]] [[Rovers]] [[Relay]] Images Through [[Mars]] Express European Space Agency -- [[ESAs]] [[Mars]] [[Express]] has [[relayed]] pictures from [[one]] of [[NASA's]] [[Mars]] rovers for the [[first]] time, as part of a [[set]] of [[interplanetary]] [[networking]] demonstrations.     The demonstrations [[pave]] the way for [[future]] [[Mars]] [[missions]] to [[draw]] on joint [[interplanetary]] networking [[capabilities]]...","[[Mrs]] [[Rovres]] [[jelay]] Images Through [[oMars]] Express European Space Agency -- [[SAs]] [[Maas]] [[Expres]] has [[Erelayed]] pictures from [[oen]] of [[VASA's]] [[MaIrs]] rovers for the [[fist]] time, as part of a [[est]] of [[interplFanetary]] [[networkinO]] demonstrations.     The demonstrations [[pane]] the way for [[fuvure]] [[Masr]] [[ymissions]] to [[drwa]] on joint [[inetrplanetary]] networking [[capabilitAies]]...",0.03816628456115723,0.07419264316558838,3,3,3,187,"Failed"
"[[Rocking]] the [[Cradle]] of Life When did [[life]] [[begin]]? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are [[biological]] or [[chemical]] has [[spawned]] a spirited debate. [[Oxford]] [[researcher]], [[Nicola]] [[McLoughlin]], [[describes]] some of the [[issues]] in contention.","[[RockLing]] the [[CrIdle]] of Life When did [[ilfe]] [[begi]]? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are [[dbiological]] or [[chemyical]] has [[sawned]] a spirited debate. [[ODford]] [[resbarcher]], [[Nicula]] [[McLoughlDn]], [[desrcibes]] some of the [[issue]] in contention.",0.06939166784286499,0.1333322525024414,3,3,3,150,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[sevrers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.1164504885673523,0.6404073238372803,3,2,3,24,"Successful"
"IBM to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the [[ckomputing]] giant plans to have its biggest headcount since 1991.",0.3828187584877014,0.8096232414245605,3,2,3,20,"Successful"
"[[Sun's]] Looking [[Glass]] [[Provides]] [[3D]] [[View]] [[Developers]] [[get]] [[early]] [[code]] for [[new]] [[operating]] [[system]] '[[skin']] [[still]] being [[crafted]].","[[Su'ns]] Looking [[Gass]] [[Provies]] [[3]] [[Tiew]] [[Dehelopers]] [[gegt]] [[earlM]] [[coe]] for [[enw]] [[opertaing]] [[sytem]] '[[kin']] [[stil]] being [[cratfed]].",0.032109975814819336,0.7453219294548035,3,0,3,79,"Successful"
"[[IBM]] [[Chips]] [[May]] [[Someday]] [[Heal]] [[Themselves]] [[New]] technology applies [[electrical]] [[fuses]] to [[help]] identify and repair [[faults]].","[[IcM]] [[Cips]] [[Mray]] [[Bomeday]] [[Hea]] [[Temselves]] [[NAew]] technology applies [[electrieal]] [[fuKes]] to [[elp]] identify and repair [[faulst]].",0.035938918590545654,0.48621469736099243,3,3,3,76,"Failed"
"Some People Not Eligible to Get in on [[Google]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on [[GooIle]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.50501549243927,0.685444712638855,3,2,3,42,"Successful"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.968399703502655,0.968399703502655,2,2,3,1,"Skipped"
"[[News]]: [[Sluggish]] movement on [[power]] [[grid]] [[cyber]] [[security]] Industry [[cyber]] [[security]] [[standards]] [[fail]] to [[reach]] some of the most [[vulnerable]] [[components]] of the power [[grid]].\","[[eNws]]: [[Sluggihs]] movement on [[pouwer]] [[griyd]] [[ycber]] [[secuEity]] Industry [[cyWer]] [[securtiy]] [[stadards]] [[Zail]] to [[reacrh]] some of the most [[vulnerabel]] [[coBponents]] of the power [[grdi]].\",0.034126996994018555,0.48559069633483887,3,3,3,86,"Failed"
"[[Giddy]] [[Phelps]] [[Touches]] Gold for First [[Time]] [[Michael]] [[Phelps]] won the gold medal in the [[400]] individual medley and set a world record in a time of 4 minutes 8.26 seconds.","[[Giady]] [[PhelpA]] [[Toumhes]] Gold for First [[iTme]] [[Michae]] [[PhelpV]] won the gold medal in the [[S400]] individual medley and set a world record in a time of 4 minutes 8.26 seconds.",0.03458374738693237,0.0561484694480896,1,1,1,103,"Failed"
"Tougher rules won't soften [[Law's]] game [[FOXBOROUGH]] -- [[Looking]] at his ridiculously developed upper [[body]], with [[huge]] [[biceps]] and [[hardly]] an [[ounce]] of fat, it's easy to see why [[Ty]] Law, arguably the best [[cornerback]] in football, chooses physical play over finesse. That's not to [[imply]] that he's [[lacking]] a [[finesse]] component, because he can shut down his [[side]] of the [[field]] much as [[Deion]] Sanders ...","Tougher rules won't soften [[Law'Us]] game [[FOXBOtROUGH]] -- [[Looming]] at his ridiculously developed upper [[Vody]], with [[huWge]] [[bicceps]] and [[harWdly]] an [[oune]] of fat, it's easy to see why [[my]] Law, arguably the best [[corenrback]] in football, chooses physical play over finesse. That's not to [[immly]] that he's [[laking]] a [[filesse]] component, because he can shut down his [[sde]] of the [[fiel]] much as [[seion]] Sanders ...",0.0469202995300293,0.8604660630226135,1,3,1,130,"Successful"
"[[Shoppach]] doesn't appear ready to [[hit]] the next level With the weeks [[dwindling]] until Jason Varitek enters free [[agency]], the [[Red]] [[Sox]] [[continue]] to carefully monitor [[Kelly]] Shoppach , their [[catcher]] of the [[future]], in his climb toward the [[majors]]. The [[Sox]] [[like]] most of what they have [[seen]] at [[Triple]] A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...","[[Shopapch]] doesn't appear ready to [[it]] the next level With the weeks [[Cdwindling]] until Jason Varitek enters free [[ageLncy]], the [[Rde]] [[oSx]] [[Xcontinue]] to carefully monitor [[Keldly]] Shoppach , their [[catchef]] of the [[futusre]], in his climb toward the [[major]]. The [[So]] [[liEke]] most of what they have [[een]] at [[Tripe]] A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...",0.03481400012969971,0.9776396155357361,1,3,1,136,"Successful"
"[[Mighty]] [[Ortiz]] makes sure [[Sox]] can [[rest]] [[easy]] [[Just]] imagine what David Ortiz could do on a good night's rest. [[Ortiz]] spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had [[planned]] on attending the [[Red]] Sox' Family Day at [[Fenway]] Park yesterday [[morning]], but he had to sleep in. After all, Ortiz had a son at [[home]], and he ...","[[Mighy]] [[Ostiz]] makes sure [[ox]] can [[ret]] [[esy]] [[ust]] imagine what David Ortiz could do on a good night's rest. [[Ortz]] spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had [[planed]] on attending the [[eRd]] Sox' Family Day at [[FeQnway]] Park yesterday [[mroning]], but he had to sleep in. After all, Ortiz had a son at [[hom]], and he ...",0.04721921682357788,0.06167536973953247,1,1,1,207,"Failed"
"They've [[caught]] his eye In  quot;[[helping]] themselves, [[quot]]; [[Ricky]] [[Bryant]], [[Chas]] Gessner, Michael [[Jennings]], and David [[Patten]] did nothing Friday night to make Bill Belichick's decision on what to do with his [[receivers]] any [[easier]].","They've [[caght]] his eye In  quot;[[helpin]] themselves, [[lquot]]; [[RickRy]] [[Brbyant]], [[ChCas]] Gessner, Michael [[JenningBs]], and David [[HPatten]] did nothing Friday night to make Bill Belichick's decision on what to do with his [[reeivers]] any [[eacier]].",0.0248568058013916,0.727905809879303,1,2,1,65,"Successful"
"Indians Mount [[Charge]] The [[Cleveland]] Indians pulled within one [[game]] of the AL [[Central]] lead by beating the Minnesota Twins, [[7-1]], Saturday night with home runs by [[Travis]] Hafner and Victor [[Martinez]].","Indians Mount [[Chare]] The [[Cleveand]] Indians pulled within one [[Aame]] of the AL [[Cenral]] lead by beating the Minnesota Twins, [[71-]], Saturday night with home runs by [[kravis]] Hafner and Victor [[MarQinez]].",0.026481211185455322,0.02778303623199463,1,1,1,126,"Failed"
"Sister of man who [[died]] in Vancouver police [[custody]] [[slams]] chief ([[Canadian]] Press) [[Canadian]] [[Press]] - VANCOUVER ([[CP]]) - [[The]] [[sister]] of a man who died after a [[violent]] [[confrontation]] with police has demanded the [[city's]] chief constable [[resign]] for defending the [[officer]] involved.","Sister of man who [[Tdied]] in Vancouver police [[custoy]] [[tlams]] chief ([[Cnadian]] Press) [[Ckanadian]] [[rPess]] - VANCOUVER ([[FCP]]) - [[Tae]] [[soster]] of a man who died after a [[iolent]] [[confrrontation]] with police has demanded the [[city'O]] chief constable [[resin]] for defending the [[offiser]] involved.",0.017364144325256348,0.6340901851654053,0,1,0,98,"Successful"
"Man Sought  #36;50M From McGreevey, Aides Say ([[AP]]) [[AP]] - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash [[settlement]] of up to  #36;50 million before the [[governor]] decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.","Man Sought  #36;50M From McGreevey, Aides Say ([[A]]) [[jP]] - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash [[settlemeGt]] of up to  #36;50 million before the [[gMovernor]] decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",0.02708303928375244,0.6741679906845093,0,2,0,53,"Successful"
"[[Explosions]] Echo [[Throughout]] Najaf [[NAJAF]], [[Iraq]] - Explosions and [[gunfire]] [[rattled]] through the [[city]] of [[Najaf]] as U.S. [[troops]] in armored [[vehicles]] and [[tanks]] [[rolled]] [[back]] into the [[streets]] here [[Sunday]], a [[day]] after the [[collapse]] of [[talks]] - and with them a temporary [[cease-fire]] - intended to [[end]] the fighting in this [[holy]] city...","[[ExploYions]] Echo [[Thorughout]] Najaf [[NAJAoF]], [[Iaq]] - Explosions and [[gnufire]] [[rattLled]] through the [[ctiy]] of [[NIjaf]] as U.S. [[trops]] in armored [[vehices]] and [[tmnks]] [[orlled]] [[bXck]] into the [[tsreets]] here [[SundGy]], a [[dDy]] after the [[clolapse]] of [[tYalks]] - and with them a temporary [[ceae-fire]] - intended to [[enc]] the fighting in this [[hly]] city...",0.017220139503479004,0.9322981238365173,0,3,0,124,"Successful"
"Frail Pope Celebrates Mass at Lourdes LOURDES, [[France]] - A frail Pope John Paul II, breathing heavily and gasping at times, [[celebrated]] an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with [[miraculous]] cures.    At one point he said ""help me"" in [[Polish]] while [[struggling]] through his homily in [[French]]...","Frail Pope Celebrates Mass at Lourdes LOURDES, [[Frace]] - A frail Pope John Paul II, breathing heavily and gasping at times, [[celcebrated]] an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with [[miracuClous]] cures.    At one point he said ""help me"" in [[PolLsh]] while [[Gstruggling]] through his homily in [[FrQnch]]...",0.08560842275619507,0.5426558256149292,0,3,0,67,"Successful"
"Venezuela Prepares for Chavez Recall Vote [[Supporters]] and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.","Venezuela Prepares for Chavez Recall Vote [[Spuporters]] and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.",0.39504849910736084,0.7711243033409119,0,2,0,25,"Successful"
"1994 Law Designed to Preserve Guard Jobs (AP) [[AP]] - A 1994 law strengthened job protections for National Guard and Reserve [[troops]] called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).","1994 Law Designed to Preserve Guard Jobs (AP) [[UP]] - A 1994 law strengthened job protections for National Guard and Reserve [[troDps]] called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).",0.1256711483001709,0.7120724320411682,0,2,0,39,"Successful"
"[[Iran]] Warns Its Missiles Can Hit Anywhere in [[Israel]]  [[TEHRAN]] ([[Reuters]]) - A [[senior]] Iranian [[military]] official [[said]]  [[Sunday]] Israel and the United States would not [[dare]] attack [[Iran]]  [[since]] it could [[strike]] back anywhere in [[Israel]] with its [[latest]]  missiles, news agencies [[reported]].","[[Ian]] Warns Its Missiles Can Hit Anywhere in [[Israle]]  [[vTEHRAN]] ([[Reuoers]]) - A [[senTior]] Iranian [[Omilitary]] official [[Fsaid]]  [[vSunday]] Israel and the United States would not [[are]] attack [[Iarn]]  [[ssince]] it could [[stryke]] back anywhere in [[Israle]] with its [[Ratest]]  missiles, news agencies [[rpeorted]].",0.014815926551818848,0.6494945883750916,0,3,0,100,"Successful"
"Afghan [[Army]] Dispatched to [[Calm]] [[Violence]] KABUL, Afghanistan - Government [[troops]] [[intervened]] in Afghanistan's [[latest]] outbreak of [[deadly]] [[fighting]] between [[warlords]], [[flying]] from the [[capital]] to the far west on U.S. and [[NATO]] [[airplanes]] to [[retake]] an air base [[contested]] in the [[violence]], [[officials]] [[said]] Sunday...","Afghan [[rmy]] Dispatched to [[Cam]] [[Violenc]] KABUL, Afghanistan - Government [[roops]] [[intervend]] in Afghanistan's [[lsatest]] outbreak of [[dealdy]] [[fightinx]] between [[warlorfs]], [[flyinY]] from the [[capytal]] to the far west on U.S. and [[ANTO]] [[airplnaes]] to [[retLake]] an air base [[cntested]] in the [[violenc]], [[offiials]] [[asid]] Sunday...",0.016334235668182373,0.5439481735229492,0,3,0,131,"Successful"
"Johnson [[Helps]] [[D-Backs]] End Nine-Game Slide (AP) AP - Randy [[Johnson]] [[took]] a four-hitter into the [[ninth]] inning to [[help]] the Arizona Diamondbacks end a [[nine-game]] losing streak Sunday, [[beating]] [[Steve]] [[Trachsel]] and the New [[York]] [[Mets]] [[2-0]].","Johnson [[Hlps]] [[MD-Backs]] End Nine-Game Slide (AP) AP - Randy [[JQohnson]] [[Xtook]] a four-hitter into the [[nnth]] inning to [[hlp]] the Arizona Diamondbacks end a [[ninezgame]] losing streak Sunday, [[beatign]] [[Oteve]] [[TrZchsel]] and the New [[Yok]] [[Mmts]] [[2-]].",0.026440322399139404,0.02894669771194458,1,1,1,146,"Failed"
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.","Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",0.7156214714050293,0.7156214714050293,3,3,2,1,"Skipped"
