"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose New High-Speed [[Wireless]] [[Format]]  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new [[wireless]] [[networking]] [[standard]] up to 10 times  the [[speed]] of the current generation.","Group to Propose New High-Speed [[Telephones]] [[Sized]]  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new [[atrium]] [[tenderloin]] [[regulation]] up to 10 times  the [[rate]] of the current generation.",0.04733467102050781,0.5203222036361694,3,2,3,316,"Successful"
"Apple Launches [[Graphics]] [[Software]], [[Video]] [[Bundle]]  LOS ANGELES (Reuters) - [[Apple]] Computer Inc.&[[lt]];AAPL.O&[[gt]]; on  Tuesday began shipping a new program designed to let [[users]]  [[create]] real-time motion graphics and [[unveiled]] a discount  video-editing software [[bundle]] featuring its flagship Final Cut  [[Pro]] software.","Apple Launches [[Figures]] [[Gooey]], [[Film]] [[Parcel]]  LOS ANGELES (Reuters) - [[Abel]] Computer Inc.&[[pinkerton]];AAPL.O&[[mitsubishi]]; on  Tuesday began shipping a new program designed to let [[shareholders]]  [[manufactured]] real-time motion graphics and [[disclosed]] a discount  video-editing software [[conglomerates]] featuring its flagship Final Cut  [[Employment]] software.",0.03241777420043945,0.5392229557037354,3,2,3,626,"Successful"
"Dutch Retailer Beats Apple to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital [[song]] services.","Dutch Retailer Beats Apple to [[Arrondissement]] [[Acquittal]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Computerized]] Inc. to market on Tuesday  with the launch of a new [[absolution]] service in Europe's latest  battleground for digital [[ditty]] services.",0.05835521221160889,0.5189002752304077,3,2,3,258,"Successful"
"[[Super]] [[ant]] [[colony]] [[hits]] Australia A [[giant]] 100km [[colony]] of [[ants]]  which has been discovered in Melbourne, Australia, [[could]] threaten local [[insect]] [[species]].","[[Magnificent]] [[diversionary]] [[clumps]] [[injured]] Australia A [[heavy]] 100km [[colonies]] of [[crickets]]  which has been discovered in Melbourne, Australia, [[were]] threaten local [[cockroach]] [[sorted]].",0.04395699501037598,0.4486235976219177,3,3,3,411,"Failed"
"Socialites unite dolphin [[groups]] Dolphin groups, or ""[[pods]]"", [[rely]] on [[socialites]] to keep them from collapsing, [[scientists]] claim.","Socialites unite dolphin [[merged]] Dolphin groups, or ""[[shallots]]"", [[tally]] on [[newspapermen]] to keep them from collapsing, [[clergymen]] claim.",0.03849238157272339,0.6849127411842346,3,0,3,184,"Successful"
"[[Teenage]] T. rex's [[monster]] [[growth]] Tyrannosaurus [[rex]] [[achieved]] its [[massive]] size due to an enormous [[growth]] spurt during its [[adolescent]] [[years]].","[[Juvenile]] T. rex's [[heck]] [[heighten]] Tyrannosaurus [[brutus]] [[attained]] its [[considerable]] size due to an enormous [[widened]] spurt during its [[immature]] [[forties]].",0.04811125993728638,0.2827470302581787,3,3,3,452,"Failed"
"[[Scientists]] Discover [[Ganymede]] has a [[Lumpy]] [[Interior]] Jet [[Propulsion]] [[Lab]] -- [[Scientists]] have [[discovered]] [[irregular]] [[lumps]] beneath the [[icy]] [[surface]] of Jupiter's largest [[moon]], [[Ganymede]]. These irregular masses [[may]] be rock formations, [[supported]] by Ganymede's icy shell for billions of years...","[[Historians]] Discover [[Hera]] has a [[Wobbly]] [[Inner]] Jet [[Inertial]] [[Experiments]] -- [[Historians]] have [[proved]] [[unjustified]] [[conglomerates]] beneath the [[chilling]] [[superposition]] of Jupiter's largest [[rhea]], [[Cassini]]. These irregular masses [[would]] be rock formations, [[abetted]] by Ganymede's icy shell for billions of years...",0.04589134454727173,0.11235511302947998,3,3,3,738,"Failed"
"[[Mars]] [[Rovers]] [[Relay]] [[Images]] [[Through]] [[Mars]] [[Express]] [[European]] [[Space]] [[Agency]] -- ESAs Mars [[Express]] has relayed pictures from one of NASA's [[Mars]] [[rovers]] for the [[first]] [[time]], as part of a set of interplanetary [[networking]] [[demonstrations]].     The demonstrations pave the way for [[future]] Mars [[missions]] to draw on joint interplanetary [[networking]] [[capabilities]]...","[[September]] [[Manchester]] [[Broadcaster]] [[Footage]] [[At]] [[Tasha]] [[Showed]] [[Union]] [[Aeronautical]] [[Organisation]] -- ESAs Mars [[Said]] has relayed pictures from one of NASA's [[Bahr]] [[cardiff]] for the [[premier]] [[hour]], as part of a set of interplanetary [[chains]] [[demonstrators]].     The demonstrations pave the way for [[subsequent]] Mars [[operation]] to draw on joint interplanetary [[grating]] [[featured]]...",0.03309285640716553,0.14312982559204102,3,3,3,761,"Failed"
"[[Rocking]] the [[Cradle]] of [[Life]] When did [[life]] [[begin]]? One evidential [[clue]] [[stems]] from the fossil records in Western Australia, [[although]] whether these [[layered]] [[sediments]] are [[biological]] or [[chemical]] has [[spawned]] a spirited debate. [[Oxford]] [[researcher]], [[Nicola]] McLoughlin, [[describes]] some of the [[issues]] in contention.","[[Wobbling]] the [[Beds]] of [[Perpetua]] When did [[resided]] [[commenced]]? One evidential [[doubt]] [[stemmed]] from the fossil records in Western Australia, [[than]] whether these [[staggered]] [[shale]] are [[pio]] or [[material]] has [[brought]] a spirited debate. [[British]] [[archeologist]], [[Victor]] McLoughlin, [[portrayed]] some of the [[stakes]] in contention.",0.0599246621131897,0.2355250120162964,3,3,3,792,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[gov]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.14694088697433472,0.5224565267562866,3,2,3,66,"Successful"
"IBM to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the [[machines]] giant plans to have its biggest headcount since 1991.",0.3584167957305908,0.5899852514266968,3,2,3,57,"Successful"
"Sun's [[Looking]] [[Glass]] Provides 3D [[View]] Developers get early [[code]] for [[new]] [[operating]] [[system]] 'skin' [[still]] being crafted.","Sun's [[Chasing]] [[Drank]] Provides 3D [[Position]] Developers get early [[validation]] for [[youngest]] [[transaction]] [[piano]] 'skin' [[then]] being crafted.",0.032396793365478516,0.045512259006500244,3,3,3,291,"Failed"
"[[IBM]] [[Chips]] May Someday Heal Themselves New technology applies electrical [[fuses]] to help identify and repair faults.","[[NASDAQ]] [[Bumps]] May Someday Heal Themselves New technology applies electrical [[solder]] to help identify and repair faults.",0.03703361749649048,0.5286243557929993,3,2,3,161,"Successful"
"Some People Not Eligible to Get in on [[Google]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on [[Using]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.4585750699043274,0.5260226726531982,3,2,3,87,"Successful"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.96638423204422,0.96638423204422,2,2,3,1,"Skipped"
