"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to [[Propose]] New High-Speed [[Wireless]] [[Format]]  LOS ANGELES (Reuters) - A [[group]] of [[technology]] companies  [[including]] Texas Instruments [[Inc]]. &[[lt]];[[TXN]].N&[[gt]];, [[STMicroelectronics]]  &[[lt]];[[STM]].[[PA]]&[[gt]]; and [[Broadcom]] Corp. &[[lt]];[[BRCM]].O&[[gt]];, on Thursday said they  will propose a [[new]] [[wireless]] [[networking]] [[standard]] up to 10 times  the [[speed]] of the current [[generation]].","Group to [[ProVose]] New High-Speed [[Wireelss]] [[Formt]]  LOS ANGELES (Reuters) - A [[gorup]] of [[tehnology]] companies  [[inclding]] Texas Instruments [[InFc]]. &[[llt]];[[TdN]].N&[[Hgt]];, [[STMicroelectronic]]  &[[Wlt]];[[TSM]].[[A]]&[[g]]; and [[Broadom]] Corp. &[[l]];[[BRCO]].O&[[gMt]];, on Thursday said they  will propose a [[jew]] [[wirelesC]] [[netwokring]] [[stndard]] up to 10 times  the [[sped]] of the current [[genertion]].",0.04550749063491821,0.26877856254577637,3,3,3,200,"Failed"
"[[Apple]] [[Launches]] [[Graphics]] [[Software]], [[Video]] [[Bundle]]  LOS [[ANGELES]] (Reuters) - [[Apple]] [[Computer]] Inc.&[[lt]];AAPL.O&[[gt]]; on  Tuesday began shipping a [[new]] [[program]] [[designed]] to [[let]] [[users]]  [[create]] real-time [[motion]] [[graphics]] and [[unveiled]] a discount  [[video-editing]] [[software]] [[bundle]] [[featuring]] its flagship [[Final]] Cut  [[Pro]] [[software]].","[[Afpple]] [[Lauches]] [[GraphiWs]] [[SoftwaIe]], [[Vieo]] [[uBndle]]  LOS [[ANGELE]] (Reuters) - [[Atple]] [[ComputMer]] Inc.&[[blt]];AAPL.O&[[gEt]]; on  Tuesday began shipping a [[nzw]] [[prgram]] [[deigned]] to [[et]] [[usres]]  [[craete]] real-time [[motio]] [[graphis]] and [[unveilDed]] a discount  [[videoediting]] [[softwure]] [[bRndle]] [[feturing]] its flagship [[Fina]] Cut  [[Po]] [[softwre]].",0.03255826234817505,0.2586631178855896,3,3,3,176,"Failed"
"Dutch Retailer Beats [[Apple]] to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - [[Free]] Record [[Shop]], a Dutch music  retail chain, beat [[Apple]] [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital [[song]] services.","Dutch Retailer Beats [[pAple]] to [[Loca]] [[Donload]] Market  AMSTERDAM (Reuters) - [[Frei]] Record [[Sho]], a Dutch music  retail chain, beat [[hApple]] [[CNomputer]] Inc. to market on Tuesday  with the launch of a new [[dowload]] service in Europe's latest  battleground for digital [[sogn]] services.",0.05494111776351929,0.5178664922714233,3,2,3,69,"Successful"
"[[Super]] [[ant]] [[colony]] [[hits]] Australia A [[giant]] [[100km]] [[colony]] of [[ants]]  which has been [[discovered]] in [[Melbourne]], Australia, could threaten local [[insect]] [[species]].","[[Supe]] [[Mant]] [[coony]] [[hitT]] Australia A [[gant]] [[100kb]] [[coony]] of [[anXts]]  which has been [[discoveLred]] in [[yelbourne]], Australia, could threaten local [[inseRct]] [[secies]].",0.03937500715255737,0.626940906047821,3,2,3,71,"Successful"
"[[Socialites]] unite [[dolphin]] [[groups]] [[Dolphin]] [[groups]], or ""[[pods]]"", [[rely]] on [[socialites]] to [[keep]] them from collapsing, [[scientists]] [[claim]].","[[Socialties]] unite [[dolphni]] [[groupgs]] [[Dolphn]] [[groaps]], or ""[[posd]]"", [[reZly]] on [[socialite]] to [[Rkeep]] them from collapsing, [[scientisst]] [[cleim]].",0.03766518831253052,0.1591712236404419,3,3,3,66,"Failed"
"[[Teenage]] T. [[rex's]] [[monster]] growth [[Tyrannosaurus]] [[rex]] achieved its [[massive]] [[size]] [[due]] to an [[enormous]] growth [[spurt]] during its [[adolescent]] [[years]].","[[Teenag]] T. [[rxe's]] [[moBster]] growth [[yTrannosaurus]] [[rDex]] achieved its [[massvie]] [[sNze]] [[du]] to an [[enomrous]] growth [[rspurt]] during its [[aBolescent]] [[yeaus]].",0.03664124011993408,0.46007001399993896,3,3,3,77,"Failed"
"[[Scientists]] Discover [[Ganymede]] has a Lumpy Interior [[Jet]] [[Propulsion]] [[Lab]] -- [[Scientists]] have [[discovered]] irregular [[lumps]] beneath the [[icy]] [[surface]] of [[Jupiter's]] [[largest]] [[moon]], [[Ganymede]]. These irregular masses [[may]] be [[rock]] formations, supported by [[Ganymede's]] [[icy]] [[shell]] for [[billions]] of years...","[[cientists]] Discover [[Ganymde]] has a Lumpy Interior [[et]] [[Prpulsion]] [[La]] -- [[SUcientists]] have [[discoevred]] irregular [[lupms]] beneath the [[ficy]] [[suZface]] of [[Jupibter's]] [[largets]] [[mooFn]], [[Ganrmede]]. These irregular masses [[ma]] be [[orck]] formations, supported by [[Ganyede's]] [[iy]] [[shel]] for [[billinos]] of years...",0.03552156686782837,0.04863464832305908,3,3,3,154,"Failed"
"[[Mars]] [[Rovers]] Relay Images [[Through]] Mars [[Express]] [[European]] Space [[Agency]] -- [[ESAs]] [[Mars]] Express has relayed [[pictures]] from [[one]] of [[NASA's]] [[Mars]] [[rovers]] for the [[first]] time, as [[part]] of a [[set]] of interplanetary networking [[demonstrations]].     The demonstrations [[pave]] the way for [[future]] [[Mars]] [[missions]] to draw on [[joint]] [[interplanetary]] [[networking]] capabilities...","[[aars]] [[Rovres]] Relay Images [[Threough]] Mars [[Expres]] [[Eurnopean]] Space [[Agenc]] -- [[SEAs]] [[Mrs]] Express has relayed [[pictuvres]] from [[oen]] of [[NAS'As]] [[Mas]] [[roEvers]] for the [[fiUrst]] time, as [[patr]] of a [[Het]] of interplanetary networking [[gdemonstrations]].     The demonstrations [[paFve]] the way for [[futuer]] [[Marm]] [[missiWons]] to draw on [[join]] [[intrrplanetary]] [[networkin]] capabilities...",0.029468536376953125,0.03451573848724365,3,3,3,154,"Failed"
"Rocking the [[Cradle]] of Life When did [[life]] [[begin]]? One evidential clue stems from the fossil records in [[Western]] Australia, although whether these layered sediments are [[biological]] or chemical has [[spawned]] a spirited debate. Oxford [[researcher]], [[Nicola]] [[McLoughlin]], [[describes]] some of the [[issues]] in contention.","Rocking the [[CradlNe]] of Life When did [[ilfe]] [[begsn]]? One evidential clue stems from the fossil records in [[Westen]] Australia, although whether these layered sediments are [[bological]] or chemical has [[spanwed]] a spirited debate. Oxford [[tresearcher]], [[Niocla]] [[McLouglin]], [[descibes]] some of the [[issue]] in contention.",0.05288916826248169,0.0707939863204956,3,3,3,151,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[sevrers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.18488645553588867,0.6151386499404907,3,2,3,24,"Successful"
"[[IBM]] to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","[[BM]] to hire even more new workers By the end of the year, the [[compuPing]] giant plans to have its biggest headcount since 1991.",0.3348103165626526,0.8971907496452332,3,2,3,24,"Successful"
"[[Sun's]] Looking [[Glass]] [[Provides]] [[3D]] [[View]] [[Developers]] [[get]] [[early]] [[code]] for [[new]] [[operating]] [[system]] '[[skin']] [[still]] being [[crafted]].","[[SuM's]] Looking [[Galss]] [[Provieds]] [[3MD]] [[Vier]] [[DFevelopers]] [[egt]] [[earl]] [[codDe]] for [[nSw]] [[operatnig]] [[systme]] '[[Yskin']] [[sitll]] being [[cratfed]].",0.032898664474487305,0.08667004108428955,3,3,3,80,"Failed"
"[[IBM]] [[Chips]] May Someday [[Heal]] [[Themselves]] [[New]] technology applies [[electrical]] [[fuses]] to [[help]] [[identify]] and repair [[faults]].","[[IMB]] [[CRhips]] May Someday [[Hal]] [[Thmselves]] [[Neuw]] technology applies [[electrial]] [[fues]] to [[hrlp]] [[dentify]] and repair [[faulst]].",0.03836792707443237,0.2602403163909912,3,3,3,75,"Failed"
"Some People Not Eligible to Get in on [[Google]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on [[Gogle]] IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.4131990671157837,0.5543334484100342,3,2,3,41,"Successful"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.9673781394958496,0.9673781394958496,2,2,3,1,"Skipped"
