"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose New High-Speed Wireless [[Format]]  [[LOS]] ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless [[networking]] [[standard]] up to 10 times  the speed of the current [[generation]].","Group to Propose New High-Speed Wireless [[Sized]]  [[CHICAGO]] ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless [[tenderloin]] [[regulation]] up to 10 times  the speed of the current [[manufacture]].",0.04046696424484253,0.5622056722640991,3,2,3,277,"Successful"
"Apple Launches [[Graphics]] [[Software]], [[Video]] [[Bundle]]  [[LOS]] ANGELES (Reuters) - [[Apple]] Computer Inc.&[[lt]];AAPL.[[O]]&[[gt]]; on  Tuesday began shipping a new program designed to let [[users]]  [[create]] real-time motion [[graphics]] and unveiled a discount  video-editing software [[bundle]] featuring its flagship Final Cut  Pro [[software]].","Apple Launches [[Imaging]] [[Gooey]], [[Slivers]] [[Regrouped]]  [[CHICAGO]] ANGELES (Reuters) - [[Abel]] Computer Inc.&[[ensign]];AAPL.[[dollar]]&[[mitsubishi]]; on  Tuesday began shipping a new program designed to let [[shareholders]]  [[institution]] real-time motion [[pictures]] and unveiled a discount  video-editing software [[conglomerates]] featuring its flagship Final Cut  Pro [[plan]].",0.03125882148742676,0.601800262928009,3,2,3,694,"Successful"
"Dutch Retailer Beats Apple to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Computer]] Inc. to market on Tuesday  with the launch of a new [[download]] service in Europe's latest  battleground for digital song services.","Dutch Retailer Beats Apple to [[Arrondissement]] [[Acquittal]] Market  AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple [[Pcs]] Inc. to market on Tuesday  with the launch of a new [[dumping]] service in Europe's latest  battleground for digital song services.",0.06325995922088623,0.5394071340560913,3,2,3,209,"Successful"
"[[Super]] ant [[colony]] [[hits]] Australia A giant 100km [[colony]] of ants  which has been discovered in Melbourne, Australia, could threaten local [[insect]] [[species]].","[[Magnificent]] ant [[imperialist]] [[injured]] Australia A giant 100km [[homesteaders]] of ants  which has been discovered in Melbourne, Australia, could threaten local [[cockroaches]] [[fella]].",0.0509716272354126,0.5938060879707336,3,0,3,294,"Successful"
"Socialites unite dolphin groups Dolphin groups, or ""[[pods]]"", [[rely]] on [[socialites]] to keep them from collapsing, [[scientists]] claim.","Socialites unite dolphin groups Dolphin groups, or ""[[chiles]]"", [[tally]] on [[personalities]] to keep them from collapsing, [[clergymen]] claim.",0.040019214153289795,0.5820094347000122,3,0,3,153,"Successful"
"Teenage T. rex's monster growth [[Tyrannosaurus]] rex achieved its massive size due to an enormous [[growth]] spurt during its adolescent years.","Teenage T. rex's monster growth [[Hominid]] rex achieved its massive size due to an enormous [[expanded]] spurt during its adolescent years.",0.06514835357666016,0.8779946565628052,3,1,3,109,"Successful"
"[[Scientists]] Discover [[Ganymede]] has a [[Lumpy]] [[Interior]] Jet [[Propulsion]] [[Lab]] -- [[Scientists]] have discovered irregular lumps beneath the [[icy]] surface of Jupiter's largest moon, Ganymede. These irregular masses [[may]] be rock formations, [[supported]] by Ganymede's icy [[shell]] for billions of years...","[[Clergymen]] Discover [[Zeus]] has a [[Droopy]] [[Homing]] Jet [[Propelled]] [[Argonne]] -- [[Historians]] have discovered irregular lumps beneath the [[chilling]] surface of Jupiter's largest moon, Ganymede. These irregular masses [[maj]] be rock formations, [[backed]] by Ganymede's icy [[bombing]] for billions of years...",0.059690654277801514,0.5286373496055603,3,0,3,555,"Successful"
"[[Mars]] [[Rovers]] [[Relay]] Images [[Through]] Mars [[Express]] European [[Space]] Agency -- ESAs [[Mars]] [[Express]] has relayed pictures from one of NASA's Mars [[rovers]] for the first [[time]], as part of a [[set]] of [[interplanetary]] [[networking]] [[demonstrations]].     The demonstrations pave the way for future Mars [[missions]] to draw on joint [[interplanetary]] [[networking]] [[capabilities]]...","[[September]] [[Cardiff]] [[Aired]] Images [[At]] Mars [[Showed]] European [[Spokes]] Agency -- ESAs [[Martian]] [[Said]] has relayed pictures from one of NASA's Mars [[blackburn]] for the first [[hour]], as part of a [[establishment]] of [[cometary]] [[grills]] [[marches]].     The demonstrations pave the way for future Mars [[engagements]] to draw on joint [[transatlantic]] [[grills]] [[qualification]]...",0.038024306297302246,0.6605958938598633,3,0,3,689,"Successful"
"[[Rocking]] the [[Cradle]] of [[Life]] [[When]] did [[life]] [[begin]]? One evidential [[clue]] [[stems]] from the fossil records in Western Australia, although whether these [[layered]] [[sediments]] are [[biological]] or [[chemical]] has [[spawned]] a spirited debate. [[Oxford]] [[researcher]], [[Nicola]] McLoughlin, [[describes]] some of the [[issues]] in contention.","[[Pulsating]] the [[Beds]] of [[Resided]] [[Then]] did [[resided]] [[commenced]]? One evidential [[doubt]] [[splint]] from the fossil records in Western Australia, although whether these [[wavy]] [[shale]] are [[inanimate]] or [[medicated]] has [[thrown]] a spirited debate. [[Liverpool]] [[inquiry]], [[Victor]] McLoughlin, [[portrayed]] some of the [[stakes]] in contention.",0.06120622158050537,0.5098903179168701,3,3,3,774,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[administrators]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.23149645328521729,0.9310741424560547,3,2,3,66,"Successful"
"IBM to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","IBM to hire even more new workers By the end of the year, the [[computer]] giant plans to have its biggest headcount since 1991.",0.3828187584877014,0.5165388584136963,3,2,3,57,"Successful"
"Sun's [[Looking]] [[Glass]] [[Provides]] 3D [[View]] Developers get early [[code]] for [[new]] operating [[system]] 'skin' [[still]] being crafted.","Sun's [[Frisk]] [[Swig]] [[Offering]] 3D [[Position]] Developers get early [[codeword]] for [[youngest]] operating [[piano]] 'skin' [[then]] being crafted.",0.032109975814819336,0.04757368564605713,3,3,3,341,"Failed"
"[[IBM]] [[Chips]] May Someday Heal Themselves New technology applies electrical [[fuses]] to help identify and repair faults.","[[CITIBANK]] [[Chip]] May Someday Heal Themselves New technology applies electrical [[tinder]] to help identify and repair faults.",0.035938918590545654,0.5694640874862671,3,2,3,135,"Successful"
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.6329159736633301,0.6329159736633301,2,2,3,1,"Skipped"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.9692086577415466,0.9692086577415466,2,2,3,1,"Skipped"
