"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Group to Propose [[New]] [[High-Speed]] Wireless Format  [[LOS]] [[ANGELES]] (Reuters) - A [[group]] of technology companies  including [[Texas]] [[Instruments]] [[Inc]]. &[[lt]];TXN.N&[[gt]];, [[STMicroelectronics]]  &[[lt]];[[STM]].[[PA]]&[[gt]]; and [[Broadcom]] Corp. &[[lt]];[[BRCM]].O&[[gt]];, on Thursday said they  will [[propose]] a new wireless networking [[standard]] up to 10 [[times]]  the [[speed]] of the current generation.","Group to Propose [[Nw]] [[HighSpeed]] Wireless Format  [[LpOS]] [[ANGEJLES]] (Reuters) - A [[grouEp]] of technology companies  including [[Dexas]] [[Instrument]] [[Icn]]. &[[lo]];TXN.N&[[t]];, [[SMicroelectronics]]  &[[l]];[[TSM]].[[Pu]]&[[t]]; and [[Broacom]] Corp. &[[t]];[[BRMC]].O&[[t]];, on Thursday said they  will [[propse]] a new wireless networking [[stKandard]] up to 10 [[ties]]  the [[peed]] of the current generation.",0.04046696424484253,0.1193799376487732,3,3,3,204,"Failed"
"[[Apple]] Launches Graphics Software, Video Bundle  [[LOS]] ANGELES (Reuters) - [[Apple]] Computer Inc.&[[lt]];[[AAPL]].O&[[gt]]; on  Tuesday began shipping a [[new]] program designed to [[let]] users  create real-time motion graphics and unveiled a discount  [[video-editing]] software bundle featuring its flagship Final [[Cut]]  Pro software.","[[pple]] Launches Graphics Software, Video Bundle  [[LSO]] ANGELES (Reuters) - [[pple]] Computer Inc.&[[l]];[[AAP]].O&[[t]]; on  Tuesday began shipping a [[ney]] program designed to [[leI]] users  create real-time motion graphics and unveiled a discount  [[video-editin]] software bundle featuring its flagship Final [[Cub]]  Pro software.",0.03125882148742676,0.03361093997955322,3,3,3,190,"Failed"
"[[Dutch]] Retailer [[Beats]] [[Apple]] to [[Local]] [[Download]] Market  AMSTERDAM (Reuters) - [[Free]] Record [[Shop]], a [[Dutch]] music  retail chain, [[beat]] [[Apple]] Computer Inc. to market on Tuesday  with the launch of a [[new]] download service in [[Europe's]] [[latest]]  battleground for digital [[song]] [[services]].","[[Dutc]] Retailer [[BeaTs]] [[Appl]] to [[LocEl]] [[DowWnload]] Market  AMSTERDAM (Reuters) - [[Fee]] Record [[Sop]], a [[Dutc]] music  retail chain, [[bet]] [[pple]] Computer Inc. to market on Tuesday  with the launch of a [[nej]] download service in [[Europe'b]] [[laest]]  battleground for digital [[sng]] [[ervices]].",0.06325995922088623,0.36220669746398926,3,3,3,159,"Failed"
"[[Super]] [[ant]] colony [[hits]] Australia A [[giant]] [[100km]] colony of [[ants]]  which has been discovered in Melbourne, Australia, could threaten local insect [[species]].","[[Supre]] [[atn]] colony [[hihs]] Australia A [[gaint]] [[10km]] colony of [[atns]]  which has been discovered in Melbourne, Australia, could threaten local insect [[secies]].",0.0509716272354126,0.08463031053543091,3,3,3,86,"Failed"
"[[Socialites]] unite dolphin groups Dolphin groups, or ""[[pods]]"", [[rely]] on socialites to keep them from collapsing, scientists claim.","[[Socalites]] unite dolphin groups Dolphin groups, or ""[[poXds]]"", [[reUly]] on socialites to keep them from collapsing, scientists claim.",0.040019214153289795,0.053967833518981934,3,3,3,66,"Failed"
"[[Teenage]] T. [[rex's]] monster growth Tyrannosaurus [[rex]] achieved its massive size [[due]] to an enormous growth spurt during its adolescent [[years]].","[[Teeage]] T. [[rexs']] monster growth Tyrannosaurus [[rer]] achieved its massive size [[dAe]] to an enormous growth spurt during its adolescent [[yeas]].",0.06514835357666016,0.10679900646209717,3,3,3,76,"Failed"
"Scientists Discover Ganymede has a [[Lumpy]] Interior [[Jet]] Propulsion [[Lab]] -- [[Scientists]] have discovered irregular [[lumps]] beneath the icy surface of Jupiter's largest [[moon]], Ganymede. These irregular masses [[may]] be rock formations, supported by Ganymede's icy shell for billions of years...","Scientists Discover Ganymede has a [[Lmupy]] Interior [[JeV]] Propulsion [[Lba]] -- [[Scienitsts]] have discovered irregular [[lums]] beneath the icy surface of Jupiter's largest [[mohn]], Ganymede. These irregular masses [[mwy]] be rock formations, supported by Ganymede's icy shell for billions of years...",0.059690654277801514,0.06421279907226562,3,3,3,151,"Failed"
"[[Mars]] Rovers [[Relay]] Images Through Mars Express European Space Agency -- [[ESAs]] [[Mars]] Express has [[relayed]] pictures from one of [[NASA's]] [[Mars]] rovers for the first [[time]], as part of a [[set]] of interplanetary networking demonstrations.     The demonstrations [[pave]] the way for future Mars missions to draw on joint interplanetary networking capabilities...","[[Mras]] Rovers [[elay]] Images Through Mars Express European Space Agency -- [[ESAKs]] [[MBrs]] Express has [[rlayed]] pictures from one of [[NAS's]] [[Mras]] rovers for the first [[tihe]], as part of a [[ste]] of interplanetary networking demonstrations.     The demonstrations [[Kave]] the way for future Mars missions to draw on joint interplanetary networking capabilities...",0.038024306297302246,0.041013896465301514,3,3,3,191,"Failed"
"[[Rocking]] the [[Cradle]] of [[Life]] When did life begin? One [[evidential]] clue [[stems]] from the fossil [[records]] in Western Australia, although whether these layered sediments are [[biological]] or chemical has spawned a spirited debate. Oxford researcher, [[Nicola]] McLoughlin, describes some of the issues in contention.","[[Rockign]] the [[Cardle]] of [[Lie]] When did life begin? One [[evdiential]] clue [[stem]] from the fossil [[recorsd]] in Western Australia, although whether these layered sediments are [[bioloical]] or chemical has spawned a spirited debate. Oxford researcher, [[Nicol]] McLoughlin, describes some of the issues in contention.",0.06120622158050537,0.07578068971633911,3,3,3,149,"Failed"
"Storage, [[servers]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.","Storage, [[servrs]] bruise HP earnings update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",0.23149645328521729,0.9776663184165955,3,2,3,24,"Successful"
"[[IBM]] to hire even more new workers By the end of the year, the [[computing]] giant plans to have its biggest headcount since 1991.","[[IBL]] to hire even more new workers By the end of the year, the [[comKputing]] giant plans to have its biggest headcount since 1991.",0.3828187584877014,0.6646777391433716,3,2,3,24,"Successful"
"[[Sun's]] Looking [[Glass]] Provides 3D View [[Developers]] [[get]] early [[code]] for new operating system '[[skin']] [[still]] being [[crafted]].","[[Sun'W]] Looking [[lass]] Provides 3D View [[Developerf]] [[et]] early [[coed]] for new operating system '[[ski'n]] [[sill]] being [[rafted]].",0.032109975814819336,0.034059345722198486,3,3,3,81,"Failed"
"[[IBM]] [[Chips]] [[May]] Someday [[Heal]] Themselves New technology applies [[electrical]] [[fuses]] to [[help]] identify and repair faults.","[[IBW]] [[hips]] [[Ma]] Someday [[Hal]] Themselves New technology applies [[electrcial]] [[fues]] to [[helf]] identify and repair faults.",0.035938918590545654,0.6970259547233582,3,2,3,56,"Successful"
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.","Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",0.6329159736633301,0.6329159736633301,2,2,3,1,"Skipped"
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...","Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",0.9692086577415466,0.9692086577415466,2,2,3,1,"Skipped"
